time_s,Ch1,Ch2
0.0895,0.2738037109,-0.2993774414
0.089625,0.1588439941,-0.2186584473
0.08975,0.02508544922,-0.03759765625
0.089875,-0.1115722656,0.160736084
0.09,-0.2350769043,0.2852783203
0.090125,-0.3308105469,0.2789001465
0.09025,-0.3874206543,0.1445007324
0.090375,-0.3981933594,-0.05618286133
0.0905,-0.361907959,-0.2311401367
0.090625,-0.2828063965,-0.299987793
0.09075,-0.1702880859,-0.2311401367
0.090875,-0.03762817383,-0.05618286133
0.091,0.09945678711,0.1445007324
0.091125,0.224822998,0.2789001465
0.09125,0.3235778809,0.2852783203
0.091375,0.3840942383,0.160736084
0.0915,0.3991699219,-0.03759765625
0.091625,0.3670654297,-0.2186584473
0.09175,0.2915649414,-0.2993774414
0.091875,0.1815795898,-0.2426757812
0.092,0.05010986328,-0.07458496094
0.092125,-0.08724975586,0.1277160645
0.09225,-0.2142944336,0.2714233398
0.092375,-0.3160400391,0.2905578613
0.0925,-0.3804016113,0.1763000488
0.092625,-0.3997802734,-0.0188293457
0.09275,-0.371887207,-0.2053527832
0.092875,-0.3000183105,-0.2976074219
0.093,-0.1926879883,-0.2532653809
0.093125,-0.06256103516,-0.09268188477
0.09325,0.0749206543,0.1104125977
0.093375,0.2035827637,0.262878418
0.0935,0.3081665039,0.2946472168
0.093625,0.3763122559,0.191192627
0.09375,0.3999633789,0
0.093875,0.3763122559,-0.191192627
0.094,0.3081665039,-0.2946472168
0.094125,0.2035827637,-0.262878418
0.09425,0.0749206543,-0.1104125977
0.094375,-0.06256103516,0.09268188477
0.0945,-0.1926879883,0.2532653809
0.094625,-0.3000183105,0.2976074219
0.09475,-0.371887207,0.2053527832
0.094875,-0.3997802734,0.0188293457
0.095,-0.3804016113,-0.1763000488
0.095125,-0.3160400391,-0.2905578613
0.09525,-0.2142944336,-0.2714233398
0.095375,-0.08724975586,-0.1277160645
0.0955,0.05010986328,0.07458496094
0.095625,0.1815795898,0.2426757812
0.09575,0.2915649414,0.2993774414
0.095875,0.3670654297,0.2186584473
0.096,0.3991699219,0.03759765625
0.096125,0.3840942383,-0.160736084
0.09625,0.3235778809,-0.2852783203
0.096375,0.224822998,-0.2789001465
0.0965,0.09945678711,-0.1445007324
0.096625,-0.03762817383,0.05618286133
0.09675,-0.1702880859,0.2311401367
0.096875,-0.2828063965,0.299987793
0.097,-0.361907959,0.2311401367
0.097125,-0.3981933594,0.05618286133
0.09725,-0.3874206543,-0.1445007324
0.097375,-0.3308105469,-0.2789001465
0.0975,-0.2350769043,-0.2852783203
0.097625,-0.1115722656,-0.160736084
0.09775,0.02508544922,0.03759765625
0.097875,0.1588439941,0.2186584473
0.098,0.2738037109,0.2993774414
0.098125,0.3563842773,0.2426757812
0.09825,0.3968200684,0.07458496094
0.098375,0.3903503418,-0.1277160645
0.0985,0.3377075195,-0.2714233398
0.098625,0.2451477051,-0.2905578613
0.09875,0.1235961914,-0.1763000488
0.098875,-0.01254272461,0.0188293457
0.099,-0.1472167969,0.2053527832
0.099125,-0.2644958496,0.2976074219
0.09925,-0.3504943848,0.2532653809
0.099375,-0.3950500488,0.09268188477
0.0995,-0.3928833008,-0.1104125977
0.099625,-0.3442687988,-0.262878418
0.09975,-0.2549438477,-0.2946472168
0.099875,-0.1354675293,-0.191192627
0.1,0,0
0.100125,0.1354675293,0.191192627
0.10025,0.2549438477,0.2946472168
0.100375,0.3442687988,0.262878418
0.1005,0.3928833008,0.1104125977
0.100625,0.3950500488,-0.09268188477
0.10075,0.3504943848,-0.2532653809
0.100875,0.2644958496,-0.2976074219
0.101,0.1472167969,-0.2053527832
0.101125,0.01254272461,-0.0188293457
0.10125,-0.1235961914,0.1763000488
0.101375,-0.2451477051,0.2905578613
0.1015,-0.3377075195,0.2714233398
0.101625,-0.3903503418,0.1277160645
0.10175,-0.3968200684,-0.07458496094
0.101875,-0.3563842773,-0.2426757812
0.102,-0.2738037109,-0.2993774414
0.102125,-0.1588439941,-0.2186584473
0.10225,-0.02508544922,-0.03759765625
0.102375,0.1115722656,0.160736084
0.1025,0.2350769043,0.2852783203
0.102625,0.3308105469,0.2789001465
0.10275,0.3874206543,0.1445007324
0.102875,0.3981933594,-0.05618286133
0.103,0.361907959,-0.2311401367
0.103125,0.2828063965,-0.299987793
0.10325,0.1702880859,-0.2311401367
0.103375,0.03762817383,-0.05618286133
0.1035,-0.09945678711,0.1445007324
0.103625,-0.224822998,0.2789001465
0.10375,-0.3235778809,0.2852783203
0.103875,-0.3840942383,0.160736084
0.104,-0.3991699219,-0.03759765625
0.104125,-0.3670654297,-0.2186584473
0.10425,-0.2915649414,-0.2993774414
0.104375,-0.1815795898,-0.2426757812
0.1045,-0.05010986328,-0.07458496094
0.104625,0.08724975586,0.1277160645
0.10475,0.2142944336,0.2714233398
0.104875,0.3160400391,0.2905578613
0.105,0.3804016113,0.1763000488
0.105125,0.3997802734,-0.0188293457
0.10525,0.371887207,-0.2053527832
0.105375,0.3000183105,-0.2976074219
0.1055,0.1926879883,-0.2532653809
0.105625,0.06256103516,-0.09268188477
0.10575,-0.0749206543,0.1104125977
0.105875,-0.2035827637,0.262878418
0.106,-0.3081665039,0.2946472168
0.106125,-0.3763122559,0.191192627
0.10625,-0.3999633789,0
0.106375,-0.3763122559,-0.191192627
0.1065,-0.3081665039,-0.2946472168
0.106625,-0.2035827637,-0.262878418
0.10675,-0.0749206543,-0.1104125977
0.106875,0.06256103516,0.09268188477
0.107,0.1926879883,0.2532653809
0.107125,0.3000183105,0.2976074219
0.10725,0.371887207,0.2053527832
0.107375,0.3997802734,0.0188293457
0.1075,0.3804016113,-0.1763000488
0.107625,0.3160400391,-0.2905578613
0.10775,0.2142944336,-0.2714233398
0.107875,0.08724975586,-0.1277160645
0.108,-0.05010986328,0.07458496094
0.108125,-0.1815795898,0.2426757812
0.10825,-0.2915649414,0.2993774414
0.108375,-0.3670654297,0.2186584473
0.1085,-0.3991699219,0.03759765625
0.108625,-0.3840942383,-0.160736084
0.10875,-0.3235778809,-0.2852783203
0.108875,-0.224822998,-0.2789001465
0.109,-0.09945678711,-0.1445007324
0.109125,0.03762817383,0.05618286133
0.10925,0.1702880859,0.2311401367
0.109375,0.2828063965,0.299987793
0.1095,0.361907959,0.2311401367
0.109625,0.3981933594,0.05618286133
0.10975,0.3874206543,-0.1445007324
0.109875,0.3308105469,-0.2789001465
0.11,0.2350769043,-0.2852783203
0.110125,0.1115722656,-0.160736084
0.11025,-0.02508544922,0.03759765625
0.110375,-0.1588439941,0.2186584473
0.1105,-0.2738037109,0.2993774414
0.110625,-0.3563842773,0.2426757812
0.11075,-0.3968200684,0.07458496094
0.110875,-0.3903503418,-0.1277160645
0.111,-0.3377075195,-0.2714233398
0.111125,-0.2451477051,-0.2905578613
0.11125,-0.1235961914,-0.1763000488
0.111375,0.01254272461,0.0188293457
0.1115,0.1472167969,0.2053527832
0.111625,0.2644958496,0.2976074219
0.11175,0.3504943848,0.2532653809
0.111875,0.3950500488,0.09268188477
0.112,0.3928833008,-0.1104125977
0.112125,0.3442687988,-0.262878418
0.11225,0.2549438477,-0.2946472168
0.112375,0.1354675293,-0.191192627
0.1125,0,0
0.112625,-0.1354675293,0.191192627
0.11275,-0.2549438477,0.2946472168
0.112875,-0.3442687988,0.262878418
0.113,-0.3928833008,0.1104125977
0.113125,-0.3950500488,-0.09268188477
0.11325,-0.3504943848,-0.2532653809
0.113375,-0.2644958496,-0.2976074219
0.1135,-0.1472167969,-0.2053527832
0.113625,-0.01254272461,-0.0188293457
0.11375,0.1235961914,0.1763000488
0.113875,0.2451477051,0.2905578613
0.114,0.3377075195,0.2714233398
0.114125,0.3903503418,0.1277160645
0.11425,0.3968200684,-0.07458496094
0.114375,0.3563842773,-0.2426757812
0.1145,0.2738037109,-0.2993774414
0.114625,0.1588439941,-0.2186584473
0.11475,0.02508544922,-0.03759765625
0.114875,-0.1115722656,0.160736084
0.115,-0.2350769043,0.2852783203
0.115125,-0.3308105469,0.2789001465
0.11525,-0.3874206543,0.1445007324
0.115375,-0.3981933594,-0.05618286133
0.1155,-0.361907959,-0.2311401367
0.115625,-0.2828063965,-0.299987793
0.11575,-0.1702880859,-0.2311401367
0.115875,-0.03762817383,-0.05618286133
0.116,0.09945678711,0.1445007324
0.116125,0.224822998,0.2789001465
0.11625,0.3235778809,0.2852783203
0.116375,0.3840942383,0.160736084
0.1165,0.3991699219,-0.03759765625
0.116625,0.3670654297,-0.2186584473
0.11675,0.2915649414,-0.2993774414
0.116875,0.1815795898,-0.2426757812
0.117,0.05010986328,-0.07458496094
0.117125,-0.08724975586,0.1277160645
0.11725,-0.2142944336,0.2714233398
0.117375,-0.3160400391,0.2905578613
0.1175,-0.3804016113,0.1763000488
0.117625,-0.3997802734,-0.0188293457
0.11775,-0.371887207,-0.2053527832
0.117875,-0.3000183105,-0.2976074219
0.118,-0.1926879883,-0.2532653809
0.118125,-0.06256103516,-0.09268188477
0.11825,0.0749206543,0.1104125977
0.118375,0.2035827637,0.262878418
0.1185,0.3081665039,0.2946472168
0.118625,0.3763122559,0.191192627
0.11875,0.3999633789,0
0.118875,0.3763122559,-0.191192627
0.119,0.3081665039,-0.2946472168
0.119125,0.2035827637,-0.262878418
0.11925,0.0749206543,-0.1104125977
0.119375,-0.06256103516,0.09268188477
0.1195,-0.1926879883,0.2532653809
0.119625,-0.3000183105,0.2976074219
0.11975,-0.371887207,0.2053527832
0.119875,-0.3997802734,0.0188293457
0.12,-0.3804016113,-0.1763000488
0.120125,-0.3160400391,-0.2905578613
0.12025,-0.2142944336,-0.2714233398
0.120375,-0.08724975586,-0.1277160645
0.1205,0.05010986328,0.07458496094
0.120625,0.1815795898,0.2426757812
0.12075,0.2915649414,0.2993774414
0.120875,0.3670654297,0.2186584473
0.121,0.3991699219,0.03759765625
0.121125,0.3840942383,-0.160736084
0.12125,0.3235778809,-0.2852783203
0.121375,0.224822998,-0.2789001465
0.1215,0.09945678711,-0.1445007324
0.121625,-0.03762817383,0.05618286133
0.12175,-0.1702880859,0.2311401367
0.121875,-0.2828063965,0.299987793
0.122,-0.361907959,0.2311401367
0.122125,-0.3981933594,0.05618286133
0.12225,-0.3874206543,-0.1445007324
0.122375,-0.3308105469,-0.2789001465
0.1225,-0.2350769043,-0.2852783203
0.122625,-0.1115722656,-0.160736084
0.12275,0.02508544922,0.03759765625
0.122875,0.1588439941,0.2186584473
0.123,0.2738037109,0.2993774414
0.123125,0.3563842773,0.2426757812
0.12325,0.3968200684,0.07458496094
0.123375,0.3903503418,-0.1277160645
0.1235,0.3377075195,-0.2714233398
0.123625,0.2451477051,-0.2905578613
0.12375,0.1235961914,-0.1763000488
0.123875,-0.01254272461,0.0188293457
0.124,-0.1472167969,0.2053527832
0.124125,-0.2644958496,0.2976074219
0.12425,-0.3504943848,0.2532653809
0.124375,-0.3950500488,0.09268188477
0.1245,-0.3928833008,-0.1104125977
0.124625,-0.3442687988,-0.262878418
0.12475,-0.2549438477,-0.2946472168
0.124875,-0.1354675293,-0.191192627
0.125,0,0
0.125125,0.1354675293,0.191192627
0.12525,0.2549438477,0.2946472168
0.125375,0.3442687988,0.262878418
0.1255,0.3928833008,0.1104125977
0.125625,0.3950500488,-0.09268188477
0.12575,0.3504943848,-0.2532653809
0.125875,0.2644958496,-0.2976074219
0.126,0.1472167969,-0.2053527832
0.126125,0.01254272461,-0.0188293457
0.12625,-0.1235961914,0.1763000488
0.126375,-0.2451477051,0.2905578613
0.1265,-0.3377075195,0.2714233398
0.126625,-0.3903503418,0.1277160645
0.12675,-0.3968200684,-0.07458496094
0.126875,-0.3563842773,-0.2426757812
0.127,-0.2738037109,-0.2993774414
0.127125,-0.1588439941,-0.2186584473
0.12725,-0.02508544922,-0.03759765625
0.127375,0.1115722656,0.160736084
0.1275,0.2350769043,0.2852783203
0.127625,0.3308105469,0.2789001465
0.12775,0.3874206543,0.1445007324
0.127875,0.3981933594,-0.05618286133
0.128,0.361907959,-0.2311401367
0.128125,0.2828063965,-0.299987793
0.12825,0.1702880859,-0.2311401367
0.128375,0.03762817383,-0.05618286133
0.1285,-0.09945678711,0.1445007324
0.128625,-0.224822998,0.2789001465
0.12875,-0.3235778809,0.2852783203
0.128875,-0.3840942383,0.160736084
0.129,-0.3991699219,-0.03759765625
0.129125,-0.3670654297,-0.2186584473
0.12925,-0.2915649414,-0.2993774414
0.129375,-0.1815795898,-0.2426757812
0.1295,-0.05010986328,-0.07458496094
0.129625,0.08724975586,0.1277160645
0.12975,0.2142944336,0.2714233398
0.129875,0.3160400391,0.2905578613
0.13,0.3804016113,0.1763000488
0.130125,0.3997802734,-0.0188293457
0.13025,0.371887207,-0.2053527832
0.130375,0.3000183105,-0.2976074219
0.1305,0.1926879883,-0.2532653809
0.130625,0.06256103516,-0.09268188477
0.13075,-0.0749206543,0.1104125977
0.130875,-0.2035827637,0.262878418
0.131,-0.3081665039,0.2946472168
0.131125,-0.3763122559,0.191192627
0.13125,-0.3999633789,0
0.131375,-0.3763122559,-0.191192627
0.1315,-0.3081665039,-0.2946472168
0.131625,-0.2035827637,-0.262878418
0.13175,-0.0749206543,-0.1104125977
0.131875,0.06256103516,0.09268188477
0.132,0.1926879883,0.2532653809
0.132125,0.3000183105,0.2976074219
0.13225,0.371887207,0.2053527832
0.132375,0.3997802734,0.0188293457
0.1325,0.3804016113,-0.1763000488
0.132625,0.3160400391,-0.2905578613
0.13275,0.2142944336,-0.2714233398
0.132875,0.08724975586,-0.1277160645
0.133,-0.05010986328,0.07458496094
0.133125,-0.1815795898,0.2426757812
0.13325,-0.2915649414,0.2993774414
0.133375,-0.3670654297,0.2186584473
0.1335,-0.3991699219,0.03759765625
0.133625,-0.3840942383,-0.160736084
0.13375,-0.3235778809,-0.2852783203
0.133875,-0.224822998,-0.2789001465
0.134,-0.09945678711,-0.1445007324
0.134125,0.03762817383,0.05618286133
0.13425,0.1702880859,0.2311401367
0.134375,0.2828063965,0.299987793
0.1345,0.361907959,0.2311401367
0.134625,0.3981933594,0.05618286133
0.13475,0.3874206543,-0.1445007324
0.134875,0.3308105469,-0.2789001465
0.135,0.2350769043,-0.2852783203
0.135125,0.1115722656,-0.160736084
0.13525,-0.02508544922,0.03759765625
0.135375,-0.1588439941,0.2186584473
0.1355,-0.2738037109,0.2993774414
0.135625,-0.3563842773,0.2426757812
0.13575,-0.3968200684,0.07458496094
0.135875,-0.3903503418,-0.1277160645
0.136,-0.3377075195,-0.2714233398
0.136125,-0.2451477051,-0.2905578613
0.13625,-0.1235961914,-0.1763000488
0.136375,0.01254272461,0.0188293457
0.1365,0.1472167969,0.2053527832
0.136625,0.2644958496,0.2976074219
0.13675,0.3504943848,0.2532653809
0.136875,0.3950500488,0.09268188477
0.137,0.3928833008,-0.1104125977
0.137125,0.3442687988,-0.262878418
0.13725,0.2549438477,-0.2946472168
0.137375,0.1354675293,-0.191192627
0.1375,0,0
0.137625,-0.1354675293,0.191192627
0.13775,-0.2549438477,0.2946472168
0.137875,-0.3442687988,0.262878418
0.138,-0.3928833008,0.1104125977
0.138125,-0.3950500488,-0.09268188477
0.13825,-0.3504943848,-0.2532653809
0.138375,-0.2644958496,-0.2976074219
0.1385,-0.1472167969,-0.2053527832
0.138625,-0.01254272461,-0.0188293457
0.13875,0.1235961914,0.1763000488
0.138875,0.2451477051,0.2905578613
0.139,0.3377075195,0.2714233398
0.139125,0.3903503418,0.1277160645
0.13925,0.3968200684,-0.07458496094
0.139375,0.3563842773,-0.2426757812
0.1395,0.2738037109,-0.2993774414
0.139625,0.1588439941,-0.2186584473
0.13975,0.02508544922,-0.03759765625
0.139875,-0.1115722656,0.160736084
0.14,-0.2350769043,0.2852783203
0.140125,-0.3308105469,0.2789001465
0.14025,-0.3874206543,0.1445007324
0.140375,-0.3981933594,-0.05618286133
0.1405,-0.361907959,-0.2311401367
0.140625,-0.2828063965,-0.299987793
0.14075,-0.1702880859,-0.2311401367
0.140875,-0.03762817383,-0.05618286133
0.141,0.09945678711,0.1445007324
0.141125,0.224822998,0.2789001465
0.14125,0.3235778809,0.2852783203
0.141375,0.3840942383,0.160736084
0.1415,0.3991699219,-0.03759765625
0.141625,0.3670654297,-0.2186584473
0.14175,0.2915649414,-0.2993774414
0.141875,0.1815795898,-0.2426757812
0.142,0.05010986328,-0.07458496094
0.142125,-0.08724975586,0.1277160645
0.14225,-0.2142944336,0.2714233398
0.142375,-0.3160400391,0.2905578613
0.1425,-0.3804016113,0.1763000488
0.142625,-0.3997802734,-0.0188293457
0.14275,-0.371887207,-0.2053527832
0.142875,-0.3000183105,-0.2976074219
0.143,-0.1926879883,-0.2532653809
0.143125,-0.06256103516,-0.09268188477
0.14325,0.0749206543,0.1104125977
0.143375,0.2035827637,0.262878418
0.1435,0.3081665039,0.2946472168
0.143625,0.3763122559,0.191192627
0.14375,0.3999633789,0
0.143875,0.3763122559,-0.191192627
0.144,0.3081665039,-0.2946472168
0.144125,0.2035827637,-0.262878418
0.14425,0.0749206543,-0.1104125977
0.144375,-0.06256103516,0.09268188477
0.1445,-0.1926879883,0.2532653809
0.144625,-0.3000183105,0.2976074219
0.14475,-0.371887207,0.2053527832
0.144875,-0.3997802734,0.0188293457
0.145,-0.3804016113,-0.1763000488
0.145125,-0.3160400391,-0.2905578613
0.14525,-0.2142944336,-0.2714233398
0.145375,-0.08724975586,-0.1277160645
0.1455,0.05010986328,0.07458496094
0.145625,0.1815795898,0.2426757812
0.14575,0.2915649414,0.2993774414
0.145875,0.3670654297,0.2186584473
0.146,0.3991699219,0.03759765625
0.146125,0.3840942383,-0.160736084
0.14625,0.3235778809,-0.2852783203
0.146375,0.224822998,-0.2789001465
0.1465,0.09945678711,-0.1445007324
0.146625,-0.03762817383,0.05618286133
0.14675,-0.1702880859,0.2311401367
0.146875,-0.2828063965,0.299987793
0.147,-0.361907959,0.2311401367
0.147125,-0.3981933594,0.05618286133
0.14725,-0.3874206543,-0.1445007324
0.147375,-0.3308105469,-0.2789001465
0.1475,-0.2350769043,-0.2852783203
0.147625,-0.1115722656,-0.160736084
0.14775,0.02508544922,0.03759765625
0.147875,0.1588439941,0.2186584473
0.148,0.2738037109,0.2993774414
0.148125,0.3563842773,0.2426757812
0.14825,0.3968200684,0.07458496094
0.148375,0.3903503418,-0.1277160645
0.1485,0.3377075195,-0.2714233398
0.148625,0.2451477051,-0.2905578613
0.14875,0.1235961914,-0.1763000488
0.148875,-0.01254272461,0.0188293457
0.149,-0.1472167969,0.2053527832
0.149125,-0.2644958496,0.2976074219
0.14925,-0.3504943848,0.2532653809
0.149375,-0.3950500488,0.09268188477
0.1495,-0.3928833008,-0.1104125977
0.149625,-0.3442687988,-0.262878418
0.14975,-0.2549438477,-0.2946472168
0.149875,-0.1354675293,-0.191192627
0.15,0,0
0.150125,0.1354675293,0.191192627
0.15025,0.2549438477,0.2946472168
0.150375,0.3442687988,0.262878418
0.1505,0.3928833008,0.1104125977
0.150625,0.3950500488,-0.09268188477
0.15075,0.3504943848,-0.2532653809
0.150875,0.2644958496,-0.2976074219
0.151,0.1472167969,-0.2053527832
0.151125,0.01254272461,-0.0188293457
0.15125,-0.1235961914,0.1763000488
0.151375,-0.2451477051,0.2905578613
0.1515,-0.3377075195,0.2714233398
0.151625,-0.3903503418,0.1277160645
0.15175,-0.3968200684,-0.07458496094
0.151875,-0.3563842773,-0.2426757812
0.152,-0.2738037109,-0.2993774414
0.152125,-0.1588439941,-0.2186584473
0.15225,-0.02508544922,-0.03759765625
0.152375,0.1115722656,0.160736084
0.1525,0.2350769043,0.2852783203
0.152625,0.3308105469,0.2789001465
0.15275,0.3874206543,0.1445007324
0.152875,0.3981933594,-0.05618286133
0.153,0.361907959,-0.2311401367
0.153125,0.2828063965,-0.299987793
0.15325,0.1702880859,-0.2311401367
0.153375,0.03762817383,-0.05618286133
0.1535,-0.09945678711,0.1445007324
0.153625,-0.224822998,0.2789001465
0.15375,-0.3235778809,0.2852783203
0.153875,-0.3840942383,0.160736084
0.154,-0.3991699219,-0.03759765625
0.154125,-0.3670654297,-0.2186584473
0.15425,-0.2915649414,-0.2993774414
0.154375,-0.1815795898,-0.2426757812
0.1545,-0.05010986328,-0.07458496094
0.154625,0.08724975586,0.1277160645
0.15475,0.2142944336,0.2714233398
0.154875,0.3160400391,0.2905578613
0.155,0.3804016113,0.1763000488
0.155125,0.3997802734,-0.0188293457
0.15525,0.371887207,-0.2053527832
0.155375,0.3000183105,-0.2976074219
0.1555,0.1926879883,-0.2532653809
0.155625,0.06256103516,-0.09268188477
0.15575,-0.0749206543,0.1104125977
0.155875,-0.2035827637,0.262878418
0.156,-0.3081665039,0.2946472168
0.156125,-0.3763122559,0.191192627
0.15625,-0.3999633789,0
0.156375,-0.3763122559,-0.191192627
0.1565,-0.3081665039,-0.2946472168
0.156625,-0.2035827637,-0.262878418
0.15675,-0.0749206543,-0.1104125977
0.156875,0.06256103516,0.09268188477
0.157,0.1926879883,0.2532653809
0.157125,0.3000183105,0.2976074219
0.15725,0.371887207,0.2053527832
0.157375,0.3997802734,0.0188293457
0.1575,0.3804016113,-0.1763000488
0.157625,0.3160400391,-0.2905578613
0.15775,0.2142944336,-0.2714233398
0.157875,0.08724975586,-0.1277160645
0.158,-0.05010986328,0.07458496094
0.158125,-0.1815795898,0.2426757812
0.15825,-0.2915649414,0.2993774414
0.158375,-0.3670654297,0.2186584473
0.1585,-0.3991699219,0.03759765625
0.158625,-0.3840942383,-0.160736084
0.15875,-0.3235778809,-0.2852783203
0.158875,-0.224822998,-0.2789001465
0.159,-0.09945678711,-0.1445007324
0.159125,0.03762817383,0.05618286133
0.15925,0.1702880859,0.2311401367
0.159375,0.2828063965,0.299987793
0.1595,0.361907959,0.2311401367
0.159625,0.3981933594,0.05618286133
0.15975,0.3874206543,-0.1445007324
0.159875,0.3308105469,-0.2789001465
0.16,0.2350769043,-0.2852783203
0.160125,0.1115722656,-0.160736084
0.16025,-0.02508544922,0.03759765625
0.160375,-0.1588439941,0.2186584473
0.1605,-0.2738037109,0.2993774414
0.160625,-0.3563842773,0.2426757812
0.16075,-0.3968200684,0.07458496094
0.160875,-0.3903503418,-0.1277160645
0.161,-0.3377075195,-0.2714233398
0.161125,-0.2451477051,-0.2905578613
0.16125,-0.1235961914,-0.1763000488
0.161375,0.01254272461,0.0188293457
0.1615,0.1472167969,0.2053527832
0.161625,0.2644958496,0.2976074219
0.16175,0.3504943848,0.2532653809
0.161875,0.3950500488,0.09268188477
0.162,0.3928833008,-0.1104125977
0.162125,0.3442687988,-0.262878418
0.16225,0.2549438477,-0.2946472168
0.162375,0.1354675293,-0.191192627
0.1625,0,0
0.162625,-0.1354675293,0.191192627
0.16275,-0.2549438477,0.2946472168
0.162875,-0.3442687988,0.262878418
0.163,-0.3928833008,0.1104125977
0.163125,-0.3950500488,-0.09268188477
0.16325,-0.3504943848,-0.2532653809
0.163375,-0.2644958496,-0.2976074219
0.1635,-0.1472167969,-0.2053527832
0.163625,-0.01254272461,-0.0188293457
0.16375,0.1235961914,0.1763000488
0.163875,0.2451477051,0.2905578613
0.164,0.3377075195,0.2714233398
0.164125,0.3903503418,0.1277160645
0.16425,0.3968200684,-0.07458496094
0.164375,0.3563842773,-0.2426757812
0.1645,0.2738037109,-0.2993774414
0.164625,0.1588439941,-0.2186584473
0.16475,0.02508544922,-0.03759765625
0.164875,-0.1115722656,0.160736084
0.165,-0.2350769043,0.2852783203
0.165125,-0.3308105469,0.2789001465
0.16525,-0.3874206543,0.1445007324
0.165375,-0.3981933594,-0.05618286133
0.1655,-0.361907959,-0.2311401367
0.165625,-0.2828063965,-0.299987793
0.16575,-0.1702880859,-0.2311401367
0.165875,-0.03762817383,-0.05618286133
0.166,0.09945678711,0.1445007324
0.166125,0.224822998,0.2789001465
0.16625,0.3235778809,0.2852783203
0.166375,0.3840942383,0.160736084
0.1665,0.3991699219,-0.03759765625
0.166625,0.3670654297,-0.2186584473
0.16675,0.2915649414,-0.2993774414
0.166875,0.1815795898,-0.2426757812
0.167,0.05010986328,-0.07458496094
0.167125,-0.08724975586,0.1277160645
0.16725,-0.2142944336,0.2714233398
0.167375,-0.3160400391,0.2905578613
0.1675,-0.3804016113,0.1763000488
0.167625,-0.3997802734,-0.0188293457
0.16775,-0.371887207,-0.2053527832
0.167875,-0.3000183105,-0.2976074219
0.168,-0.1926879883,-0.2532653809
0.168125,-0.06256103516,-0.09268188477
0.16825,0.0749206543,0.1104125977
0.168375,0.2035827637,0.262878418
0.1685,0.3081665039,0.2946472168
0.168625,0.3763122559,0.191192627
0.16875,0.3999633789,0
0.168875,0.3763122559,-0.191192627
0.169,0.3081665039,-0.2946472168
0.169125,0.2035827637,-0.262878418
0.16925,0.0749206543,-0.1104125977
0.169375,-0.06256103516,0.09268188477
0.1695,-0.1926879883,0.2532653809
0.169625,-0.3000183105,0.2976074219
0.16975,-0.371887207,0.2053527832
0.169875,-0.3997802734,0.0188293457
0.17,-0.3804016113,-0.1763000488
0.170125,-0.3160400391,-0.2905578613
0.17025,-0.2142944336,-0.2714233398
0.170375,-0.08724975586,-0.1277160645
0.1705,0.05010986328,0.07458496094
0.170625,0.1815795898,0.2426757812
0.17075,0.2915649414,0.2993774414
0.170875,0.3670654297,0.2186584473
0.171,0.3991699219,0.03759765625
0.171125,0.3840942383,-0.160736084
0.17125,0.3235778809,-0.2852783203
0.171375,0.224822998,-0.2789001465
0.1715,0.09945678711,-0.1445007324
0.171625,-0.03762817383,0.05618286133
0.17175,-0.1702880859,0.2311401367
0.171875,-0.2828063965,0.299987793
0.172,-0.361907959,0.2311401367
0.172125,-0.3981933594,0.05618286133
0.17225,-0.3874206543,-0.1445007324
0.172375,-0.3308105469,-0.2789001465
0.1725,-0.2350769043,-0.2852783203
0.172625,-0.1115722656,-0.160736084
0.17275,0.02508544922,0.03759765625
0.172875,0.1588439941,0.2186584473
0.173,0.2738037109,0.2993774414
0.173125,0.3563842773,0.2426757812
0.17325,0.3968200684,0.07458496094
0.173375,0.3903503418,-0.1277160645
0.1735,0.3377075195,-0.2714233398
0.173625,0.2451477051,-0.2905578613
0.17375,0.1235961914,-0.1763000488
0.173875,-0.01254272461,0.0188293457
0.174,-0.1472167969,0.2053527832
0.174125,-0.2644958496,0.2976074219
0.17425,-0.3504943848,0.2532653809
0.174375,-0.3950500488,0.09268188477
0.1745,-0.3928833008,-0.1104125977
0.174625,-0.3442687988,-0.262878418
0.17475,-0.2549438477,-0.2946472168
0.174875,-0.1354675293,-0.191192627
0.175,0,0
0.175125,0.1354675293,0.191192627
0.17525,0.2549438477,0.2946472168
0.175375,0.3442687988,0.262878418
0.1755,0.3928833008,0.1104125977
0.175625,0.3950500488,-0.09268188477
0.17575,0.3504943848,-0.2532653809
0.175875,0.2644958496,-0.2976074219
0.176,0.1472167969,-0.2053527832
0.176125,0.01254272461,-0.0188293457
0.17625,-0.1235961914,0.1763000488
0.176375,-0.2451477051,0.2905578613
0.1765,-0.3377075195,0.2714233398
0.176625,-0.3903503418,0.1277160645
0.17675,-0.3968200684,-0.07458496094
0.176875,-0.3563842773,-0.2426757812
0.177,-0.2738037109,-0.2993774414
0.177125,-0.1588439941,-0.2186584473
0.17725,-0.02508544922,-0.03759765625
0.177375,0.1115722656,0.160736084
0.1775,0.2350769043,0.2852783203
0.177625,0.3308105469,0.2789001465
0.17775,0.3874206543,0.1445007324
0.177875,0.3981933594,-0.05618286133
0.178,0.361907959,-0.2311401367
0.178125,0.2828063965,-0.299987793
0.17825,0.1702880859,-0.2311401367
0.178375,0.03762817383,-0.05618286133
0.1785,-0.09945678711,0.1445007324
0.178625,-0.224822998,0.2789001465
0.17875,-0.3235778809,0.2852783203
0.178875,-0.3840942383,0.160736084
