time_s,Vibration [a.u.],Tacho_pulse
0.7106,-0.0239559465,0
0.7108,0.02592398517,1
0.711,0.1569753761,1
0.7112,0.1750727233,1
0.7114,0.1501268326,1
0.7116,0.2878518248,1
0.7118,0.2528070574,1
0.712,0.3577099566,1
0.7122,0.3022993022,1
0.7124,0.4047944829,1
0.7126,0.4512244885,1
0.7128,0.4940963012,1
0.713,0.4871967321,1
0.7132,0.5178272033,1
0.7134,0.6352947107,1
0.7136,0.7014573643,1
0.7138,0.7186377499,1
0.714,0.7427347161,1
0.7142,0.734040275,1
0.7144,0.8206110836,1
0.7146,0.8448492021,1
0.7148,0.8729009704,1
0.715,0.9421710351,1
0.7152,0.9740007393,1
0.7154,1.013853849,1
0.7156,1.016817739,1
0.7158,1.021647138,1
0.716,1.073662095,0
0.7162,1.09421803,0
0.7164,1.064540414,0
0.7166,1.138525354,0
0.7168,1.106638675,0
0.717,1.113358049,0
0.7172,1.177132549,0
0.7174,1.200570705,0
0.7176,1.268943712,0
0.7178,1.241906882,0
0.718,1.287255594,0
0.7182,1.334113775,0
0.7184,1.289956832,0
0.7186,1.307721084,0
0.7188,1.270771222,0
0.719,1.335849339,0
0.7192,1.308451709,0
0.7194,1.3105107,0
0.7196,1.26320387,0
0.7198,1.270035742,0
0.72,1.27843915,0
0.7202,1.306200395,0
0.7204,1.341158071,0
0.7206,1.23120948,0
0.7208,1.270386528,0
0.721,1.264763361,0
0.7212,1.359403615,0
0.7214,1.250397303,0
0.7216,1.226115922,0
0.7218,1.265759406,0
0.722,1.17904213,0
0.7222,1.231818749,0
0.7224,1.129125921,0
0.7226,1.262430309,0
0.7228,1.164344729,0
0.723,1.133159497,0
0.7232,1.081289473,0
0.7234,1.11095867,0
0.7236,1.103051445,0
0.7238,1.052846656,0
0.724,1.111823227,0
0.7242,1.032741224,0
0.7244,1.031199062,0
0.7246,1.020225098,0
0.7248,1.044540951,0
0.725,0.9560155476,0
0.7252,0.9552765084,0
0.7254,0.9454005704,0
0.7256,0.9394149697,0
0.7258,0.8227650604,0
0.726,0.9236598523,0
0.7262,0.8543711166,0
0.7264,0.8121700503,0
0.7266,0.8218861868,0
0.7268,0.728504699,0
0.727,0.7572813012,0
0.7272,0.7784179698,0
0.7274,0.8085298255,0
0.7276,0.7344676188,0
0.7278,0.7376014837,0
0.728,0.6943747197,0
0.7282,0.7254247277,0
0.7284,0.6601895547,0
0.7286,0.6802620374,0
0.7288,0.6345359177,0
0.729,0.595766496,0
0.7292,0.5817551822,0
0.7294,0.5831542446,0
0.7296,0.6433124391,0
0.7298,0.7130143351,0
0.73,0.5660667401,0
0.7302,0.5338734383,0
0.7304,0.5744098865,0
0.7306,0.5628229209,0
0.7308,0.5125964324,0
0.731,0.6016560961,0
0.7312,0.5511984926,0
0.7314,0.5456521167,0
0.7316,0.5025658236,0
0.7318,0.4976141865,0
0.732,0.5240854983,0
0.7322,0.4223623706,0
0.7324,0.4391217816,0
0.7326,0.4684380281,0
0.7328,0.4000003971,0
0.733,0.5183398785,0
0.7332,0.4217048906,0
0.7334,0.4237010745,0
0.7336,0.448232684,0
0.7338,0.4900782217,0
0.734,0.4225180302,0
0.7342,0.388069789,0
0.7344,0.376026253,0
0.7346,0.417277121,0
0.7348,0.3793225738,0
0.735,0.4920176333,0
0.7352,0.4418181711,0
0.7354,0.259019663,0
0.7356,0.342797584,0
0.7358,0.3881871598,0
0.736,0.4605593018,0
0.7362,0.2809210002,0
0.7364,0.3375133536,0
0.7366,0.396761379,0
0.7368,0.3139087716,0
0.737,0.3373589029,0
0.7372,0.3070837209,0
0.7374,0.3463015264,0
0.7376,0.2675321304,0
0.7378,0.3042000841,0
0.738,0.2365676243,0
0.7382,0.3250547366,0
0.7384,0.3010832798,0
0.7386,0.2660175274,0
0.7388,0.2592576524,0
0.739,0.2488788232,0
0.7392,0.2227209873,0
0.7394,0.2331942784,0
0.7396,0.2307229117,0
0.7398,0.2021517862,0
0.74,0.1697079261,0
0.7402,0.1655535441,0
0.7404,0.1515520356,0
0.7406,0.1759001387,0
0.7408,0.151530203,0
0.741,0.2116781434,0
0.7412,0.113044747,0
0.7414,0.1100307142,0
0.7416,0.06872339196,0
0.7418,0.08467925367,0
0.742,0.04946078846,0
0.7422,0.01939551284,0
0.7424,0.0466542754,0
0.7426,0.09021162209,0
0.7428,-0.0217287169,0
0.743,-0.02686264923,0
0.7432,-0.01608929101,0
0.7434,-0.01804181635,0
0.7436,0.01019193175,0
0.7438,-0.0813173743,0
0.744,-0.07449786101,0
0.7442,-0.1141905804,0
0.7444,-0.1307187741,0
0.7446,-0.1278125052,0
0.7448,-0.1665516627,0
0.745,-0.1169079313,0
0.7452,-0.1053624808,0
0.7454,-0.1805660929,0
0.7456,-0.2002442283,0
0.7458,-0.1311906735,0
0.746,-0.2044457309,0
0.7462,-0.1478964184,0
0.7464,-0.3342866646,0
0.7466,-0.2360277669,0
0.7468,-0.2807201291,0
0.747,-0.2716687176,0
0.7472,-0.2280716338,0
0.7474,-0.2267765744,0
0.7476,-0.2863896869,0
0.7478,-0.2510860812,0
0.748,-0.3421591933,0
0.7482,-0.2950027463,0
0.7484,-0.320258273,0
0.7486,-0.3900402571,0
0.7488,-0.2935744802,0
0.749,-0.3639337067,0
0.7492,-0.3268679729,0
0.7494,-0.3816777987,0
0.7496,-0.3507110967,0
0.7498,-0.3396272587,0
0.75,-0.3705269415,0
0.7502,-0.3955839623,0
0.7504,-0.3581997302,0
0.7506,-0.3797166384,0
0.7508,-0.4106496328,0
0.751,-0.3976610539,0
0.7512,-0.4081759663,0
0.7514,-0.4239881956,0
0.7516,-0.3797344386,0
0.7518,-0.3517114226,0
0.752,-0.4471447441,0
0.7522,-0.4369720823,0
0.7524,-0.475444509,0
0.7526,-0.4968188809,0
0.7528,-0.4040853024,0
0.753,-0.4823064639,0
0.7532,-0.4481041234,0
0.7534,-0.5223013978,0
0.7536,-0.500328981,0
0.7538,-0.4627949566,0
0.754,-0.4699564132,0
0.7542,-0.4871005206,0
0.7544,-0.487994283,0
0.7546,-0.5038414146,0
0.7548,-0.4809946271,0
0.755,-0.4621341089,0
0.7552,-0.5168833685,0
0.7554,-0.5536786375,0
0.7556,-0.6005210404,0
0.7558,-0.5895297368,0
0.756,-0.594151588,0
0.7562,-0.5351928147,0
0.7564,-0.6667109451,0
0.7566,-0.6491887604,0
0.7568,-0.6715415721,0
0.757,-0.6091635567,0
0.7572,-0.6855549628,0
0.7574,-0.7455656249,0
0.7576,-0.7691996057,0
0.7578,-0.6900719859,0
0.758,-0.7834756233,0
0.7582,-0.6903923355,0
0.7584,-0.7084636092,0
0.7586,-0.8133043246,0
0.7588,-0.7988772687,0
0.759,-0.8021313987,0
0.7592,-0.8807121446,0
0.7594,-0.8886264845,0
0.7596,-0.8831365302,0
0.7598,-0.8780210776,0
0.76,-0.8844852665,0
0.7602,-0.9896033439,0
0.7604,-0.92405869,0
0.7606,-0.9574564682,0
0.7608,-0.9826658885,0
0.761,-1.009683002,0
0.7612,-0.9692529242,0
0.7614,-0.9668600896,0
0.7616,-1.066457126,0
0.7618,-1.073558826,0
0.762,-1.148546,0
0.7622,-1.119156568,0
0.7624,-1.093145753,0
0.7626,-1.141836114,0
0.7628,-1.140170836,0
0.763,-1.17490993,0
0.7632,-1.182032784,0
0.7634,-1.174110386,0
0.7636,-1.184226727,0
0.7638,-1.305997718,0
0.764,-1.249226868,0
0.7642,-1.36852303,0
0.7644,-1.262294287,0
0.7646,-1.294395736,0
0.7648,-1.304996066,0
0.765,-1.226564445,0
0.7652,-1.281125435,0
0.7654,-1.255549951,0
0.7656,-1.279848159,0
0.7658,-1.240378424,0
0.766,-1.319169657,0
0.7662,-1.31976069,0
0.7664,-1.312184031,0
0.7666,-1.208095557,0
0.7668,-1.319509187,0
0.767,-1.29560787,0
0.7672,-1.234815538,0
0.7674,-1.244471594,0
0.7676,-1.29130073,0
0.7678,-1.190241644,0
0.768,-1.227753173,0
0.7682,-1.174507754,0
0.7684,-1.192002932,0
0.7686,-1.167382646,0
0.7688,-1.208891117,0
0.769,-1.10159209,0
0.7692,-1.16393215,0
0.7694,-1.108839135,0
0.7696,-1.042911022,0
0.7698,-1.072947736,0
0.77,-1.026073888,0
0.7702,-1.000529575,0
0.7704,-0.9631658756,0
0.7706,-0.9129924386,0
0.7708,-0.96233168,0
0.771,-0.8878470596,0
0.7712,-0.7474511138,0
0.7714,-0.8701649173,0
0.7716,-0.7782532727,0
0.7718,-0.6804582895,0
0.772,-0.7445742168,0
0.7722,-0.6629146978,0
0.7724,-0.617130617,0
0.7726,-0.4779376845,0
0.7728,-0.5301793614,0
0.773,-0.4241793417,0
0.7732,-0.4279835021,0
0.7734,-0.3550650594,0
0.7736,-0.3529329932,0
0.7738,-0.3181131997,0
0.774,-0.2292394699,0
0.7742,-0.2164478798,0
0.7744,-0.1190999433,0
0.7746,-0.05777073184,0
0.7748,0.003492866006,0
0.775,0.09789488591,1
0.7752,0.1431575745,1
0.7754,0.0917413438,1
0.7756,0.1551836809,1
0.7758,0.3017365778,1
0.776,0.2805788073,1
0.7762,0.3155122416,1
0.7764,0.4214500782,1
0.7766,0.4006980914,1
0.7768,0.5094462044,1
0.777,0.5057117105,1
0.7772,0.614464589,1
0.7774,0.6008804023,1
0.7776,0.6825767586,1
0.7778,0.7342386211,1
0.778,0.7975559787,1
0.7782,0.7409954712,1
0.7784,0.7962780681,1
0.7786,0.7924938727,1
0.7788,0.8165408515,1
0.779,0.9005470734,1
0.7792,0.960435013,1
0.7794,1.036405864,1
0.7796,1.000434512,1
0.7798,1.122848626,1
0.78,1.081540282,0
0.7802,1.135826613,0
0.7804,1.115129746,0
0.7806,1.098294126,0
0.7808,1.233625824,0
0.781,1.178733312,0
0.7812,1.253323713,0
0.7814,1.210949906,0
0.7816,1.264517646,0
0.7818,1.248388052,0
0.782,1.253034874,0
0.7822,1.271499154,0
0.7824,1.313760153,0
0.7826,1.245609437,0
0.7828,1.260928699,0
0.783,1.343679318,0
0.7832,1.277925885,0
0.7834,1.316191683,0
0.7836,1.255024945,0
0.7838,1.299081512,0
0.784,1.349101011,0
0.7842,1.304641292,0
0.7844,1.30447779,0
0.7846,1.274071481,0
0.7848,1.286262905,0
0.785,1.202379809,0
0.7852,1.198605084,0
0.7854,1.269691507,0
0.7856,1.1709638,0
0.7858,1.281371589,0
0.786,1.249633554,0
0.7862,1.153349036,0
0.7864,1.09921632,0
0.7866,1.074015289,0
0.7868,1.167058896,0
0.787,1.134102068,0
0.7872,1.174498526,0
0.7874,1.121682525,0
0.7876,1.147023401,0
0.7878,1.101226122,0
0.788,1.009508547,0
0.7882,1.020905298,0
0.7884,0.9752836434,0
0.7886,0.9771099542,0
0.7888,0.9496466794,0
0.789,0.9415211198,0
0.7892,0.9857186788,0
0.7894,0.8898724049,0
0.7896,0.8448696036,0
0.7898,0.8482759776,0
0.79,0.8355064004,0
0.7902,0.8125938924,0
0.7904,0.8106861588,0
0.7906,0.7820791285,0
0.7908,0.8260377748,0
0.791,0.8005335227,0
0.7912,0.7163919976,0
0.7914,0.7696124701,0
0.7916,0.7699670545,0
0.7918,0.6982672992,0
0.792,0.6489128904,0
0.7922,0.6851715075,0
0.7924,0.6500677724,0
0.7926,0.6527248145,0
0.7928,0.5832474707,0
0.793,0.6965776945,0
0.7932,0.592248174,0
0.7934,0.6092789689,0
0.7936,0.5526637751,0
0.7938,0.5716177126,0
0.794,0.4630035685,0
0.7942,0.4924848716,0
0.7944,0.4359000457,0
0.7946,0.5650505987,0
0.7948,0.4610448146,0
0.795,0.4457339688,0
0.7952,0.5450790954,0
0.7954,0.4725238193,0
0.7956,0.4780489733,0
0.7958,0.5205467226,0
0.796,0.4903415331,0
0.7962,0.476609651,0
0.7964,0.4839055796,0
0.7966,0.3735470377,0
0.7968,0.4972346509,0
0.797,0.4927923043,0
0.7972,0.5078413971,0
0.7974,0.3443328738,0
0.7976,0.3885812381,0
0.7978,0.3945378168,0
0.798,0.4797910938,0
0.7982,0.4286117857,0
0.7984,0.4713739226,0
0.7986,0.4127897582,0
0.7988,0.3633049761,0
0.799,0.3310791785,0
0.7992,0.3541950027,0
0.7994,0.4268213136,0
0.7996,0.3303501488,0
0.7998,0.2866082131,0
0.8,0.3623018704,0
0.8002,0.3988805849,0
0.8004,0.434167256,0
0.8006,0.3791696919,0
0.8008,0.360071191,0
0.801,0.2415809663,0
0.8012,0.2895147894,0
0.8014,0.2807221389,0
0.8016,0.2922137244,0
0.8018,0.2400915228,0
0.802,0.2993714331,0
0.8022,0.3077631677,0
0.8024,0.2516020542,0
0.8026,0.224882488,0
0.8028,0.2331364969,0
0.803,0.2294633941,0
0.8032,0.2344367525,0
0.8034,0.1562873935,0
0.8036,0.2365720061,0
0.8038,0.1676303745,0
0.804,0.1466086141,0
0.8042,0.1683895545,0
0.8044,0.0996015202,0
0.8046,0.1494539397,0
0.8048,0.1868633361,0
0.805,0.1047110927,0
0.8052,0.08171808815,0
0.8054,0.04046333475,0
0.8056,0.1054797197,0
0.8058,0.07695245561,0
0.806,-0.04322871663,0
0.8062,0.04231306051,0
0.8064,-0.03771296459,0
0.8066,-0.07228130937,0
0.8068,-0.04218894408,0
0.807,-0.07988043506,0
0.8072,-0.02070570419,0
0.8074,-0.1316480249,0
0.8076,-0.1464689381,0
0.8078,-0.1463404145,0
0.808,-0.1273742319,0
0.8082,-0.1112671316,0
0.8084,-0.1915485909,0
0.8086,-0.1897004899,0
0.8088,-0.2360672671,0
0.809,-0.1934198557,0
0.8092,-0.2384698807,0
0.8094,-0.1222787046,0
0.8096,-0.1435039204,0
0.8098,-0.2690949613,0
0.81,-0.2370915355,0
0.8102,-0.2363022377,0
0.8104,-0.2851774461,0
0.8106,-0.288865309,0
0.8108,-0.2571404558,0
0.811,-0.3028598255,0
0.8112,-0.3129811117,0
0.8114,-0.3107567268,0
0.8116,-0.268401976,0
0.8118,-0.3362991312,0
0.812,-0.318065846,0
0.8122,-0.3314678788,0
0.8124,-0.3195996291,0
0.8126,-0.3629245043,0
0.8128,-0.381548418,0
0.813,-0.3959055343,0
0.8132,-0.3651631117,0
0.8134,-0.3752325893,0
0.8136,-0.397090203,0
0.8138,-0.3837879716,0
0.814,-0.3038076086,0
0.8142,-0.3725848495,0
0.8144,-0.4831886837,0
0.8146,-0.3632880624,0
0.8148,-0.4152671193,0
0.815,-0.46733863,0
0.8152,-0.378621501,0
0.8154,-0.4413712251,0
0.8156,-0.4034338466,0
0.8158,-0.4747525327,0
0.816,-0.4141785525,0
0.8162,-0.4742037973,0
0.8164,-0.4313216567,0
0.8166,-0.4437948238,0
0.8168,-0.5298827244,0
0.817,-0.4766324156,0
0.8172,-0.4804103111,0
0.8174,-0.5098547743,0
0.8176,-0.5873510072,0
0.8178,-0.5138773147,0
0.818,-0.547350761,0
0.8182,-0.4966057082,0
0.8184,-0.5973378019,0
0.8186,-0.5262480066,0
0.8188,-0.5713538213,0
0.819,-0.4868597425,0
0.8192,-0.6411381618,0
0.8194,-0.5753344712,0
0.8196,-0.648210219,0
0.8198,-0.6785222621,0
0.82,-0.611769558,0
0.8202,-0.6454128881,0
0.8204,-0.6428150434,0
0.8206,-0.7648326269,0
0.8208,-0.7645459477,0
0.821,-0.7096348541,0
0.8212,-0.7840872852,0
0.8214,-0.7147862999,0
0.8216,-0.7186530885,0
0.8218,-0.8086064967,0
0.822,-0.8206148808,0
0.8222,-0.8395674233,0
0.8224,-0.8713564037,0
0.8226,-0.8804262792,0
0.8228,-0.9076927093,0
0.823,-0.9008508349,0
0.8232,-0.9510104488,0
0.8234,-0.9782716326,0
0.8236,-0.9891795289,0
0.8238,-1.021379479,0
0.824,-1.019727972,0
0.8242,-1.014399236,0
0.8244,-0.9729812508,0
0.8246,-1.139377357,0
0.8248,-1.148030184,0
0.825,-1.113951454,0
0.8252,-1.127824947,0
0.8254,-1.148261522,0
0.8256,-1.088399787,0
0.8258,-1.252528097,0
0.826,-1.201235111,0
0.8262,-1.260733462,0
0.8264,-1.235934552,0
0.8266,-1.216393779,0
0.8268,-1.306961219,0
0.827,-1.219530352,0
0.8272,-1.304560008,0
0.8274,-1.321793013,0
0.8276,-1.353713522,0
0.8278,-1.322692249,0
0.828,-1.329964847,0
0.8282,-1.271435006,0
0.8284,-1.370007636,0
0.8286,-1.300579427,0
0.8288,-1.275602316,0
0.829,-1.318023936,0
0.8292,-1.274402831,0
0.8294,-1.328527274,0
0.8296,-1.278343692,0
0.8298,-1.30078372,0
0.83,-1.191986166,0
0.8302,-1.278980271,0
0.8304,-1.2672332,0
0.8306,-1.225089686,0
0.8308,-1.24671426,0
0.831,-1.216045682,0
0.8312,-1.175642778,0
0.8314,-1.133477577,0
0.8316,-1.169967887,0
0.8318,-1.1197027,0
0.832,-1.103335184,0
0.8322,-1.041336141,0
0.8324,-1.007541161,0
0.8326,-0.9938344736,0
0.8328,-0.9674000288,0
0.833,-0.872927392,0
0.8332,-0.9445855869,0
0.8334,-0.807891844,0
0.8336,-0.814162698,0
0.8338,-0.85800209,0
0.834,-0.7512196745,0
0.8342,-0.7714869539,0
0.8344,-0.6771959165,0
0.8346,-0.7096943501,0
0.8348,-0.554599463,0
0.835,-0.5696315818,0
0.8352,-0.4253903255,0
0.8354,-0.4730045681,0
0.8356,-0.3937036059,0
0.8358,-0.4013814087,0
0.836,-0.302829391,0
0.8362,-0.2460453036,0
0.8364,-0.1772276667,0
0.8366,-0.04799672728,0
0.8368,-0.03001930649,0
0.837,-0.01349165721,0
0.8372,-0.00668900168,1
0.8374,0.04616279236,1
0.8376,0.09631864189,1
0.8378,0.1254042074,1
0.838,0.2370729508,1
0.8382,0.2583098078,1
0.8384,0.3315603275,1
0.8386,0.3499396654,1
0.8388,0.4235599517,1
0.839,0.5271385157,1
0.8392,0.5182548253,1
0.8394,0.5878375274,1
0.8396,0.5625491332,1
0.8398,0.6352636212,1
0.84,0.669689952,1
0.8402,0.747518443,1
0.8404,0.780714321,1
0.8406,0.7821236696,1
0.8408,0.8620246497,1
0.841,0.8905674284,1
0.8412,0.8591784156,1
0.8414,0.9553796107,1
0.8416,1.037375002,1
0.8418,0.9860949702,1
0.842,1.095535557,1
0.8422,1.108382451,0
0.8424,1.1143686,0
0.8426,1.15068882,0
0.8428,1.124425348,0
0.843,1.206883748,0
0.8432,1.142121126,0
0.8434,1.172719534,0
0.8436,1.256151366,0
0.8438,1.205750308,0
0.844,1.343803585,0
0.8442,1.288904874,0
0.8444,1.321919957,0
0.8446,1.333097071,0
0.8448,1.285591667,0
0.845,1.307727392,0
0.8452,1.32952108,0
0.8454,1.313064337,0
0.8456,1.376639898,0
0.8458,1.354287439,0
0.846,1.3195908,0
0.8462,1.357998989,0
0.8464,1.305328373,0
0.8466,1.327402313,0
0.8468,1.295372587,0
0.847,1.269532575,0
0.8472,1.232881672,0
0.8474,1.230795278,0
0.8476,1.249614092,0
0.8478,1.251761192,0
0.848,1.135494757,0
0.8482,1.189648813,0
0.8484,1.213840738,0
0.8486,1.168018333,0
0.8488,1.113393231,0
0.849,1.099590462,0
0.8492,1.18949379,0
0.8494,1.039978699,0
0.8496,1.071581593,0
0.8498,1.09877113,0
0.85,0.9663869931,0
0.8502,1.053499943,0
0.8504,0.9445108427,0
0.8506,1.027073191,0
0.8508,1.073298051,0
0.851,0.8966006803,0
0.8512,0.9239526466,0
0.8514,0.9214510671,0
0.8516,0.8641776742,0
0.8518,0.8892464038,0
0.852,0.8195037602,0
0.8522,0.8062532591,0
0.8524,0.7773700817,0
0.8526,0.7894409492,0
0.8528,0.7923104329,0
0.853,0.7944663054,0
0.8532,0.7338416795,0
0.8534,0.6783875823,0
0.8536,0.6854042405,0
0.8538,0.668097858,0
0.854,0.6575203387,0
0.8542,0.6814536099,0
0.8544,0.6379878557,0
0.8546,0.6332552973,0
0.8548,0.6180260702,0
0.855,0.5993491672,0
0.8552,0.5715424818,0
0.8554,0.6076228111,0
0.8556,0.5633626379,0
0.8558,0.5514230859,0
0.856,0.5005309663,0
0.8562,0.5071139799,0
0.8564,0.5016600102,0
0.8566,0.5391385077,0
0.8568,0.4374572335,0
0.857,0.5283656743,0
0.8572,0.4960070709,0
0.8574,0.4549245374,0
0.8576,0.441911141,0
0.8578,0.4892525702,0
0.858,0.4707002217,0
0.8582,0.3763025274,0
0.8584,0.4216012516,0
0.8586,0.4063782599,0
0.8588,0.4341412487,0
0.859,0.4056578195,0
0.8592,0.4436326248,0
0.8594,0.3986420675,0
0.8596,0.4027243258,0
0.8598,0.4576292106,0
0.86,0.3926050866,0
0.8602,0.3764370172,0
0.8604,0.3918699395,0
0.8606,0.3323799511,0
0.8608,0.3141967958,0
0.861,0.3703944523,0
0.8612,0.3413662132,0
0.8614,0.3009437017,0
0.8616,0.3879535352,0
0.8618,0.370980062,0
0.862,0.3449393886,0
0.8622,0.3067920211,0
0.8624,0.3119763728,0
0.8626,0.2884848313,0
0.8628,0.3370576893,0
0.863,0.2361183565,0
0.8632,0.2950243382,0
0.8634,0.2751243865,0
0.8636,0.2190992416,0
0.8638,0.2786717255,0
0.864,0.2296052389,0
0.8642,0.3068925024,0
0.8644,0.2676993419,0
0.8646,0.2068288308,0
0.8648,0.1819996933,0
0.865,0.1574663789,0
0.8652,0.1433223199,0
0.8654,0.1719134689,0
0.8656,0.08887105292,0
0.8658,0.1716949269,0
0.866,0.1472226166,0
0.8662,0.1001752729,0
0.8664,0.1215878192,0
0.8666,0.1694127092,0
0.8668,0.07516334327,0
0.867,0.1177288621,0
0.8672,0.02280986491,0
0.8674,-0.004172193137,0
0.8676,0.04562498773,0
0.8678,-0.08558140543,0
0.868,0.01491553775,0
0.8682,-0.03796834046,0
0.8684,-0.07155044051,0
0.8686,-0.06321654159,0
0.8688,-0.0764025015,0
0.869,-0.04502021255,0
0.8692,-0.07516158053,0
0.8694,-0.1145274161,0
0.8696,-0.1449158208,0
0.8698,-0.1871860066,0
0.87,-0.154511784,0
0.8702,-0.2782981085,0
0.8704,-0.1492003267,0
0.8706,-0.2001407268,0
0.8708,-0.2785341666,0
0.871,-0.2011152568,0
0.8712,-0.270601393,0
0.8714,-0.2646953197,0
0.8716,-0.3281752133,0
0.8718,-0.2970304733,0
0.872,-0.2707003871,0
0.8722,-0.2901270069,0
0.8724,-0.2845250821,0
0.8726,-0.3343411993,0
0.8728,-0.29133477,0
0.873,-0.381479252,0
0.8732,-0.3531221249,0
0.8734,-0.4441531775,0
0.8736,-0.3580034585,0
0.8738,-0.3748659554,0
0.874,-0.3677720412,0
0.8742,-0.3439685315,0
0.8744,-0.3209003761,0
0.8746,-0.4268465957,0
0.8748,-0.3955961461,0
0.875,-0.4703950964,0
0.8752,-0.324903592,0
0.8754,-0.351880658,0
0.8756,-0.3910631792,0
0.8758,-0.3669467858,0
0.876,-0.3868264206,0
0.8762,-0.4523468461,0
0.8764,-0.4040057163,0
0.8766,-0.3917680173,0
0.8768,-0.4125432234,0
0.877,-0.4544291411,0
0.8772,-0.4728495503,0
0.8774,-0.3690952528,0
0.8776,-0.4601012572,0
0.8778,-0.4563065098,0
0.878,-0.5417805624,0
0.8782,-0.4662330526,0
0.8784,-0.4918940883,0
0.8786,-0.5448573012,0
0.8788,-0.467828303,0
0.879,-0.5289716424,0
0.8792,-0.5128422113,0
0.8794,-0.5307218991,0
0.8796,-0.5879736347,0
0.8798,-0.5597887049,0
0.88,-0.5278652505,0
0.8802,-0.6398477722,0
0.8804,-0.6500041158,0
0.8806,-0.6584408193,0
0.8808,-0.6063266164,0
0.881,-0.668937143,0
0.8812,-0.6537029107,0
0.8814,-0.6353225388,0
0.8816,-0.7420772257,0
0.8818,-0.6546535646,0
0.882,-0.7294399309,0
0.8822,-0.7550706085,0
0.8824,-0.7047702384,0
0.8826,-0.7659669516,0
0.8828,-0.8555401748,0
0.883,-0.8243176438,0
0.8832,-0.8721392385,0
0.8834,-0.8502546554,0
0.8836,-0.899530299,0
0.8838,-0.9143172424,0
0.884,-0.8825699068,0
0.8842,-1.008928717,0
0.8844,-0.9502669564,0
0.8846,-0.9911665599,0
0.8848,-0.9891346007,0
0.885,-1.117054238,0
0.8852,-1.080331895,0
0.8854,-1.078185696,0
0.8856,-1.015202704,0
0.8858,-1.150611697,0
0.886,-1.163982014,0
0.8862,-1.144835767,0
0.8864,-1.142074566,0
0.8866,-1.196292336,0
0.8868,-1.184641023,0
0.887,-1.26906558,0
0.8872,-1.150805212,0
0.8874,-1.24579682,0
0.8876,-1.240056115,0
0.8878,-1.148992668,0
0.888,-1.290422668,0
0.8882,-1.327279715,0
0.8884,-1.325744013,0
0.8886,-1.226617292,0
0.8888,-1.307012417,0
0.889,-1.335383166,0
0.8892,-1.308730242,0
0.8894,-1.310968926,0
0.8896,-1.269037429,0
0.8898,-1.279205624,0
0.89,-1.290075783,0
0.8902,-1.281375035,0
0.8904,-1.326811542,0
0.8906,-1.337145174,0
0.8908,-1.261033854,0
0.891,-1.24498738,0
0.8912,-1.246223458,0
0.8914,-1.226850442,0
0.8916,-1.196581773,0
0.8918,-1.249243351,0
0.892,-1.197183292,0
0.8922,-1.196491356,0
0.8924,-1.212721441,0
0.8926,-1.091767507,0
0.8928,-1.095196885,0
0.893,-1.041110477,0
0.8932,-1.001809599,0
0.8934,-1.031242971,0
0.8936,-0.9012096155,0
0.8938,-0.9142224361,0
0.894,-0.8493216778,0
0.8942,-0.7837877302,0
0.8944,-0.8310468363,0
0.8946,-0.7957186567,0
0.8948,-0.721674253,0
0.895,-0.6409892351,0
0.8952,-0.5950856466,0
0.8954,-0.6738268363,0
0.8956,-0.4908333386,0
0.8958,-0.5183937542,0
0.896,-0.4323636711,0
0.8962,-0.4555770683,0
0.8964,-0.3878286691,0
0.8966,-0.2871786752,0
0.8968,-0.3219605581,0
0.897,-0.1665820503,0
0.8972,-0.1684025962,0
0.8974,-0.08347088953,0
0.8976,-0.03613607173,0
0.8978,-0.01166895223,1
0.898,0.1155775057,1
0.8982,0.2091321153,1
0.8984,0.1929491702,1
0.8986,0.1510403035,1
0.8988,0.2761080156,1
0.899,0.3132940591,1
0.8992,0.4092702405,1
0.8994,0.4251885075,1
0.8996,0.5576081485,1
0.8998,0.5479317551,1
0.9,0.591567138,1
0.9002,0.6003576303,1
0.9004,0.6238929949,1
0.9006,0.7003391013,1
0.9008,0.7549177711,1
0.901,0.8077675396,1
0.9012,0.8371177149,1
0.9014,0.8569571655,1
0.9016,0.907773113,1
0.9018,0.9234310518,1
0.902,0.9369507158,1
0.9022,0.9748465802,1
0.9024,1.060647899,1
0.9026,1.099677297,0
0.9028,1.090018018,0
0.903,1.119529239,0
0.9032,1.171414015,0
0.9034,1.166919838,0
0.9036,1.319088312,0
0.9038,1.217821947,0
0.904,1.209383909,0
0.9042,1.17342871,0
0.9044,1.268192069,0
0.9046,1.312945184,0
0.9048,1.2800992,0
0.905,1.34067396,0
0.9052,1.274269329,0
0.9054,1.29922614,0
0.9056,1.299481471,0
0.9058,1.278849238,0
0.906,1.250020509,0
0.9062,1.270097006,0
0.9064,1.229522349,0
0.9066,1.331893767,0
0.9068,1.289209102,0
0.907,1.285107521,0
0.9072,1.258181843,0
0.9074,1.309887821,0
0.9076,1.227456503,0
0.9078,1.317072282,0
0.908,1.280409259,0
0.9082,1.195383789,0
0.9084,1.200744244,0
0.9086,1.218494966,0
0.9088,1.227161204,0
0.909,1.128467663,0
0.9092,1.122598252,0
0.9094,1.224570083,0
0.9096,1.142447972,0
0.9098,1.122365177,0
0.91,1.144302798,0
0.9102,1.064921698,0
0.9104,1.008707562,0
0.9106,0.9374739093,0
0.9108,1.020638537,0
0.911,0.9202900185,0
0.9112,0.971892272,0
0.9114,0.8455398462,0
0.9116,0.8851167262,0
