time_s,Vibration [a.u.],RPM [rpm]
0.8052,0.08462843394,962.34
0.8054,0.07175280752,962.43
0.8056,0.04735844347,962.52
0.8058,-0.00318421422,962.61
0.806,0.02905907589,962.7
0.8062,0.1036346506,962.79
0.8064,-0.03357808987,962.88
0.8066,0.03942463395,962.97
0.8068,-0.08660239633,963.06
0.807,-0.07845066327,963.15
0.8072,-0.01331384474,963.24
0.8074,-0.04637647714,963.33
0.8076,-0.02954214691,963.42
0.8078,-0.08359444734,963.51
0.808,-0.145664236,963.6
0.8082,-0.1313548864,963.69
0.8084,-0.1652456277,963.78
0.8086,-0.1181047224,963.87
0.8088,-0.1479629272,963.96
0.809,-0.1347673131,964.05
0.8092,-0.2245511495,964.14
0.8094,-0.2187486623,964.23
0.8096,-0.2372705523,964.32
0.8098,-0.2458985319,964.41
0.81,-0.2483689919,964.5
0.8102,-0.2011644008,964.59
0.8104,-0.2568775607,964.68
0.8106,-0.225163626,964.77
0.8108,-0.273755989,964.86
0.811,-0.3629043771,964.95
0.8112,-0.3559740543,965.04
0.8114,-0.3160445554,965.13
0.8116,-0.2706007412,965.22
0.8118,-0.324859521,965.31
0.812,-0.3921783735,965.4
0.8122,-0.3354143168,965.49
0.8124,-0.3576280136,965.58
0.8126,-0.331049251,965.67
0.8128,-0.3279281155,965.76
0.813,-0.3563627998,965.85
0.8132,-0.3999449625,965.94
0.8134,-0.4218287515,966.03
0.8136,-0.4005325271,966.12
0.8138,-0.3950700722,966.21
0.814,-0.3833426941,966.3
0.8142,-0.421903157,966.39
0.8144,-0.4347341423,966.48
0.8146,-0.3951370882,966.57
0.8148,-0.3876733465,966.66
0.815,-0.4149295724,966.75
0.8152,-0.4730675805,966.84
0.8154,-0.4501009696,966.93
0.8156,-0.3568744363,967.02
0.8158,-0.4927016181,967.11
0.816,-0.4705198832,967.2
0.8162,-0.425774115,967.29
0.8164,-0.5076586612,967.38
0.8166,-0.488650795,967.47
0.8168,-0.4318463032,967.56
0.817,-0.451710434,967.65
0.8172,-0.570728298,967.74
0.8174,-0.4828024225,967.83
0.8176,-0.5284032793,967.92
0.8178,-0.5801793776,968.01
0.818,-0.4914285707,968.1
0.8182,-0.5648485628,968.19
0.8184,-0.5558981026,968.28
0.8186,-0.599267908,968.37
0.8188,-0.5444653232,968.46
0.819,-0.5516479007,968.55
0.8192,-0.5682386682,968.64
0.8194,-0.5165600927,968.73
0.8196,-0.6007178907,968.82
0.8198,-0.6515784847,968.91
0.82,-0.6312554812,969
0.8202,-0.6532584973,969.09
0.8204,-0.652707015,969.18
0.8206,-0.7917568768,969.27
0.8208,-0.6784664939,969.36
0.821,-0.6481767472,969.45
0.8212,-0.7103657855,969.54
0.8214,-0.7871766887,969.63
0.8216,-0.6935398487,969.72
0.8218,-0.7661948097,969.81
0.822,-0.7325501056,969.9
0.8222,-0.7933977326,969.99
0.8224,-0.8634619156,970.08
0.8226,-0.9356755852,970.17
0.8228,-0.8849653197,970.26
0.823,-0.8870014804,970.35
0.8232,-0.9435652243,970.44
0.8234,-1.000153312,970.53
0.8236,-0.9336037665,970.62
0.8238,-1.016533693,970.71
0.824,-0.9499990611,970.8
0.8242,-1.047651737,970.89
0.8244,-1.029720486,970.98
0.8246,-1.076644297,971.07
0.8248,-1.066341808,971.16
0.825,-1.079064648,971.25
0.8252,-1.203287055,971.34
0.8254,-1.163630246,971.43
0.8256,-1.175935787,971.52
0.8258,-1.193372946,971.61
0.826,-1.188342352,971.7
0.8262,-1.154817675,971.79
0.8264,-1.255009331,971.88
0.8266,-1.2058817,971.97
0.8268,-1.25590655,972.06
0.827,-1.279399498,972.15
0.8272,-1.321481517,972.24
0.8274,-1.302142693,972.33
0.8276,-1.32323172,972.42
0.8278,-1.268366475,972.51
0.828,-1.231221965,972.6
0.8282,-1.274862691,972.69
0.8284,-1.270095329,972.78
0.8286,-1.33372626,972.87
0.8288,-1.273574719,972.96
0.829,-1.333718968,973.05
0.8292,-1.334206381,973.14
0.8294,-1.282789624,973.23
0.8296,-1.312983137,973.32
0.8298,-1.254971007,973.41
0.83,-1.265040071,973.5
0.8302,-1.270910432,973.59
0.8304,-1.270957142,973.68
0.8306,-1.226142933,973.77
0.8308,-1.207706118,973.86
0.831,-1.197520438,973.95
0.8312,-1.136893459,974.04
0.8314,-1.183839409,974.13
0.8316,-1.193491313,974.22
0.8318,-1.167070245,974.31
0.832,-1.127779999,974.4
0.8322,-1.09818389,974.49
0.8324,-1.038442878,974.58
0.8326,-0.937117965,974.67
0.8328,-1.010829173,974.76
0.833,-0.9707115285,974.85
0.8332,-0.9234141989,974.94
0.8334,-0.9051863692,975.03
0.8336,-0.8586875482,975.12
0.8338,-0.7613747363,975.21
0.834,-0.6982983959,975.3
0.8342,-0.7356768074,975.39
0.8344,-0.6677555861,975.48
0.8346,-0.5848849068,975.57
0.8348,-0.5638000407,975.66
0.835,-0.5381492997,975.75
0.8352,-0.4701104726,975.84
0.8354,-0.440950966,975.93
0.8356,-0.415442447,976.02
0.8358,-0.3198343364,976.11
0.836,-0.3156790168,976.2
0.8362,-0.2604742191,976.29
0.8364,-0.1786970783,976.38
0.8366,-0.1855379782,976.47
0.8368,-0.06129994373,976.56
0.837,-0.06677604731,976.65
0.8372,-0.02565194355,976.74
0.8374,0.0853879052,976.83
0.8376,0.1408174882,976.92
0.8378,0.203263552,977.01
0.838,0.2687718479,977.1
0.8382,0.2273879398,977.19
0.8384,0.3060979646,977.28
0.8386,0.3230524163,977.37
0.8388,0.3846585782,977.46
0.839,0.4956551139,977.55
0.8392,0.5211604246,977.64
0.8394,0.5657747265,977.73
0.8396,0.6171373071,977.82
0.8398,0.6291713128,977.91
0.84,0.7383393351,978
0.8402,0.6923118771,978.09
0.8404,0.7986631506,978.18
0.8406,0.789475991,978.27
0.8408,0.8154750193,978.36
0.841,0.967333192,978.45
0.8412,0.909986759,978.54
0.8414,0.9860195933,978.63
0.8416,0.9613727849,978.72
0.8418,0.9948824275,978.81
0.842,1.10045752,978.9
0.8422,1.098286824,978.99
0.8424,1.111709199,979.08
0.8426,1.1523972,979.17
0.8428,1.181897421,979.26
0.843,1.21290685,979.35
0.8432,1.218849478,979.44
0.8434,1.245284459,979.53
0.8436,1.247514357,979.62
0.8438,1.255919461,979.71
0.844,1.307529015,979.8
0.8442,1.190436676,979.89
0.8444,1.31811364,979.98
0.8446,1.29535983,980.07
0.8448,1.308388743,980.16
0.845,1.296504923,980.25
0.8452,1.28265315,980.34
0.8454,1.335877202,980.43
0.8456,1.266259884,980.52
0.8458,1.273227518,980.61
0.846,1.27059853,980.7
0.8462,1.369625998,980.79
0.8464,1.300337633,980.88
0.8466,1.29317194,980.97
0.8468,1.231413346,981.06
0.847,1.280557523,981.15
0.8472,1.300630506,981.24
0.8474,1.21413079,981.33
0.8476,1.247191593,981.42
0.8478,1.239567081,981.51
0.848,1.241660811,981.6
0.8482,1.241162834,981.69
0.8484,1.264570782,981.78
0.8486,1.171318389,981.87
0.8488,1.155698522,981.96
0.849,1.112335434,982.05
0.8492,1.156742041,982.14
0.8494,1.099498838,982.23
0.8496,1.100318515,982.32
0.8498,1.09011516,982.41
0.85,1.037771696,982.5
0.8502,1.016852101,982.59
0.8504,1.010291573,982.68
0.8506,0.9896865757,982.77
0.8508,0.9663614335,982.86
0.851,0.9382387513,982.95
0.8512,0.9223751565,983.04
0.8514,0.9514407243,983.13
0.8516,0.8610076992,983.22
0.8518,0.8684511322,983.31
0.852,0.8460628267,983.4
0.8522,0.8680625885,983.49
0.8524,0.7876769583,983.58
0.8526,0.7801886764,983.67
0.8528,0.7515940025,983.76
0.853,0.7846803235,983.85
0.8532,0.7609875584,983.94
0.8534,0.7361656882,984.03
0.8536,0.7084853979,984.12
0.8538,0.7740507154,984.21
0.854,0.683408316,984.3
0.8542,0.5820155135,984.39
0.8544,0.5854687553,984.48
0.8546,0.5739310672,984.57
0.8548,0.5975160941,984.66
0.855,0.5424526092,984.75
0.8552,0.5889004119,984.84
0.8554,0.5210548201,984.93
0.8556,0.5628736236,985.02
0.8558,0.5294519056,985.11
0.856,0.5630198392,985.2
0.8562,0.5383141288,985.29
0.8564,0.4863938023,985.38
0.8566,0.5844229704,985.47
0.8568,0.4621778186,985.56
0.857,0.4769099451,985.65
0.8572,0.4353107935,985.74
0.8574,0.5197647633,985.83
0.8576,0.5111591356,985.92
0.8578,0.4638501508,986.01
0.858,0.3653918303,986.1
0.8582,0.4843294425,986.19
0.8584,0.5172042963,986.28
0.8586,0.4075111186,986.37
0.8588,0.4539535742,986.46
0.859,0.4646744902,986.55
0.8592,0.4255309052,986.64
0.8594,0.372460763,986.73
0.8596,0.4045917224,986.82
0.8598,0.3814810172,986.91
0.86,0.4222266531,987
0.8602,0.3266156612,987.09
0.8604,0.4092664204,987.18
0.8606,0.3856714691,987.27
0.8608,0.3156998403,987.36
0.861,0.3309468674,987.45
0.8612,0.384865721,987.54
0.8614,0.4069192624,987.63
0.8616,0.383482345,987.72
0.8618,0.4563468633,987.81
0.862,0.3423875889,987.9
0.8622,0.2804145449,987.99
0.8624,0.3202141114,988.08
0.8626,0.2822175166,988.17
0.8628,0.2078384585,988.26
0.863,0.3340344016,988.35
0.8632,0.2448290896,988.44
0.8634,0.2372575046,988.53
0.8636,0.3344231085,988.62
0.8638,0.2278445255,988.71
0.864,0.2090779867,988.8
0.8642,0.2644902673,988.89
0.8644,0.2924066849,988.98
0.8646,0.134604607,989.07
0.8648,0.1532722982,989.16
0.865,0.1593169752,989.25
0.8652,0.2021848366,989.34
0.8654,0.1683489976,989.43
0.8656,0.19008473,989.52
0.8658,0.07453339356,989.61
0.866,0.1138245105,989.7
0.8662,0.1622995661,989.79
0.8664,0.01849880582,989.88
0.8666,0.1192039611,989.97
0.8668,0.02955584585,990.06
0.867,0.05915144002,990.15
0.8672,-0.007938882719,990.24
0.8674,0.04410015558,990.33
0.8676,0.03554256804,990.42
0.8678,-0.01579263035,990.51
0.868,0.04083518451,990.6
0.8682,-0.07827408994,990.69
0.8684,-0.01433771519,990.78
0.8686,-0.1125438577,990.87
0.8688,-0.04363622055,990.96
0.869,-0.06241447363,991.05
0.8692,-0.1379517769,991.14
0.8694,-0.06078069383,991.23
0.8696,-0.1383457006,991.32
0.8698,-0.2041680577,991.41
0.87,-0.1756612929,991.5
0.8702,-0.1398058533,991.59
0.8704,-0.1863646157,991.68
0.8706,-0.1640150854,991.77
0.8708,-0.1560505996,991.86
0.871,-0.1910622873,991.95
0.8712,-0.2135751956,992.04
0.8714,-0.2376131963,992.13
0.8716,-0.2378634151,992.22
0.8718,-0.2094212527,992.31
0.872,-0.3004025936,992.4
0.8722,-0.2940635228,992.49
0.8724,-0.2642977527,992.58
0.8726,-0.3436829578,992.67
0.8728,-0.2738877452,992.76
0.873,-0.320641893,992.85
0.8732,-0.3102357057,992.94
0.8734,-0.3615851678,993.03
0.8736,-0.3532591569,993.12
0.8738,-0.3045079602,993.21
0.874,-0.4020719309,993.3
0.8742,-0.3256156153,993.39
0.8744,-0.3280427938,993.48
0.8746,-0.374988341,993.57
0.8748,-0.4619198205,993.66
0.875,-0.4347028113,993.75
0.8752,-0.3814194593,993.84
0.8754,-0.360837337,993.93
0.8756,-0.4638239169,994.02
0.8758,-0.3998596489,994.11
0.876,-0.4107188375,994.2
0.8762,-0.4856466175,994.29
0.8764,-0.4248840488,994.38
0.8766,-0.4678400274,994.47
0.8768,-0.5034894728,994.56
0.877,-0.3795240941,994.65
0.8772,-0.4868320061,994.74
0.8774,-0.5202082824,994.83
0.8776,-0.5266821411,994.92
0.8778,-0.4011980395,995.01
0.878,-0.4462098131,995.1
0.8782,-0.4713788692,995.19
0.8784,-0.5343664674,995.28
0.8786,-0.4948038897,995.37
0.8788,-0.516089488,995.46
0.879,-0.4993058458,995.55
0.8792,-0.5961577689,995.64
0.8794,-0.5200008243,995.73
0.8796,-0.5206392623,995.82
0.8798,-0.6065706997,995.91
0.88,-0.620147791,996
0.8802,-0.6000689615,996.09
0.8804,-0.661622859,996.18
0.8806,-0.6332232955,996.27
0.8808,-0.6474487576,996.36
0.881,-0.5957602491,996.45
0.8812,-0.7052105931,996.54
0.8814,-0.6936216367,996.63
0.8816,-0.6445528269,996.72
0.8818,-0.7817277464,996.81
0.882,-0.6894999974,996.9
0.8822,-0.766371036,996.99
0.8824,-0.7427021727,997.08
0.8826,-0.7846286572,997.17
0.8828,-0.7775385923,997.26
0.883,-0.9547326638,997.35
0.8832,-0.8696618106,997.44
0.8834,-0.9477306322,997.53
0.8836,-0.8925659269,997.62
0.8838,-0.9269471143,997.71
0.884,-0.918306615,997.8
0.8842,-0.8743609614,997.89
0.8844,-0.9402569247,997.98
0.8846,-0.9654276189,998.07
0.8848,-0.9762796992,998.16
0.885,-1.03140269,998.25
0.8852,-0.9813763969,998.34
0.8854,-1.034719832,998.43
0.8856,-1.078849419,998.52
0.8858,-1.050783978,998.61
0.886,-1.13285606,998.7
0.8862,-1.156716481,998.79
0.8864,-1.18890465,998.88
0.8866,-1.227347229,998.97
0.8868,-1.23571754,999.06
0.887,-1.156153988,999.15
0.8872,-1.235032009,999.24
0.8874,-1.233285301,999.33
0.8876,-1.215838836,999.42
0.8878,-1.262899405,999.51
0.888,-1.306771403,999.6
0.8882,-1.311151121,999.69
0.8884,-1.304053463,999.78
0.8886,-1.252673347,999.87
0.8888,-1.320577744,999.96
0.889,-1.327019178,1000.05
0.8892,-1.286587212,1000.14
0.8894,-1.308291078,1000.23
0.8896,-1.307149096,1000.32
0.8898,-1.299256141,1000.41
0.89,-1.237642098,1000.5
0.8902,-1.314438475,1000.59
0.8904,-1.313385743,1000.68
0.8906,-1.215329757,1000.77
0.8908,-1.313708309,1000.86
0.891,-1.335434454,1000.95
0.8912,-1.219160178,1001.04
0.8914,-1.257951328,1001.13
0.8916,-1.223074467,1001.22
0.8918,-1.200619121,1001.31
0.892,-1.230062017,1001.4
0.8922,-1.142354776,1001.49
0.8924,-1.187027546,1001.58
0.8926,-1.080120128,1001.67
0.8928,-1.041207757,1001.76
0.893,-1.085599759,1001.85
0.8932,-0.9840457829,1001.94
0.8934,-0.9884947585,1002.03
0.8936,-0.8886874495,1002.12
0.8938,-0.9258229121,1002.21
0.894,-0.9619229255,1002.3
0.8942,-0.9247611334,1002.39
0.8944,-0.7770019812,1002.48
0.8946,-0.7900123113,1002.57
0.8948,-0.714006427,1002.66
0.895,-0.7304431316,1002.75
0.8952,-0.6644533888,1002.84
0.8954,-0.6844615728,1002.93
0.8956,-0.5335290505,1003.02
0.8958,-0.4698265017,1003.11
0.896,-0.4836254032,1003.2
0.8962,-0.3834442743,1003.29
0.8964,-0.382490553,1003.38
0.8966,-0.288316206,1003.47
0.8968,-0.269922487,1003.56
0.897,-0.2352149759,1003.65
0.8972,-0.1296667229,1003.74
0.8974,-0.1707793164,1003.83
0.8976,0.0292760325,1003.92
0.8978,-0.05446580867,1004.01
0.898,-0.01790130097,1004.1
0.8982,0.1246331466,1004.19
0.8984,0.1242557584,1004.28
0.8986,0.2421136198,1004.37
0.8988,0.2133778493,1004.46
0.899,0.379774728,1004.55
0.8992,0.4219147467,1004.64
0.8994,0.3787653551,1004.73
0.8996,0.54944395,1004.82
0.8998,0.5009808214,1004.91
0.9,0.5660629595,1005
0.9002,0.5862071642,1005.09
0.9004,0.6687270876,1005.18
0.9006,0.7176262131,1005.27
0.9008,0.7400734075,1005.36
0.901,0.7990365431,1005.45
0.9012,0.8327009337,1005.54
0.9014,0.8857243382,1005.63
0.9016,0.8517410357,1005.72
0.9018,0.9231830629,1005.81
0.902,0.928484621,1005.9
0.9022,1.005782857,1005.99
0.9024,1.036629037,1006.08
0.9026,1.061228579,1006.17
0.9028,1.069667796,1006.26
0.903,1.196347469,1006.35
0.9032,1.109246395,1006.44
0.9034,1.191577397,1006.53
0.9036,1.173758523,1006.62
0.9038,1.269971591,1006.71
0.904,1.276765552,1006.8
0.9042,1.261373245,1006.89
0.9044,1.285351953,1006.98
0.9046,1.236548823,1007.07
0.9048,1.239789135,1007.16
0.905,1.320397725,1007.25
0.9052,1.297170745,1007.34
0.9054,1.239866032,1007.43
0.9056,1.298547609,1007.52
0.9058,1.255192577,1007.61
0.906,1.250282025,1007.7
0.9062,1.304163807,1007.79
0.9064,1.306372143,1007.88
0.9066,1.287091002,1007.97
0.9068,1.274358696,1008.06
0.907,1.245515691,1008.15
0.9072,1.271148441,1008.24
0.9074,1.264815779,1008.33
0.9076,1.240444152,1008.42
0.9078,1.341849419,1008.51
0.908,1.223602174,1008.6
0.9082,1.226065683,1008.69
0.9084,1.17583879,1008.78
0.9086,1.184380465,1008.87
0.9088,1.177330569,1008.96
0.909,1.180892037,1009.05
0.9092,1.020234187,1009.14
0.9094,1.16465574,1009.23
0.9096,1.125562065,1009.32
0.9098,1.094644078,1009.41
0.91,1.024141647,1009.5
0.9102,0.9746356348,1009.59
0.9104,0.980177254,1009.68
0.9106,1.032502076,1009.77
0.9108,1.01061751,1009.86
0.911,0.9639391294,1009.95
0.9112,0.9723491074,1010.04
0.9114,0.8861533012,1010.13
0.9116,0.8591615466,1010.22
0.9118,0.9326281494,1010.31
0.912,0.9067144186,1010.4
0.9122,0.873858254,1010.49
0.9124,0.8670303227,1010.58
0.9126,0.8024927252,1010.67
0.9128,0.6934935126,1010.76
0.913,0.7559880072,1010.85
0.9132,0.7922855873,1010.94
0.9134,0.7207775083,1011.03
0.9136,0.7412668595,1011.12
0.9138,0.7213482768,1011.21
0.914,0.6445265466,1011.3
0.9142,0.6852932921,1011.39
0.9144,0.652979204,1011.48
0.9146,0.5772863937,1011.57
0.9148,0.6632370977,1011.66
0.915,0.5644506722,1011.75
0.9152,0.6124824913,1011.84
0.9154,0.6015392065,1011.93
0.9156,0.5391478775,1012.02
0.9158,0.5212518141,1012.11
0.916,0.5645494315,1012.2
0.9162,0.5459470754,1012.29
0.9164,0.5748436821,1012.38
0.9166,0.524122868,1012.47
0.9168,0.5285167289,1012.56
0.917,0.5063713754,1012.65
0.9172,0.5286937144,1012.74
0.9174,0.4436203345,1012.83
0.9176,0.4008942939,1012.92
0.9178,0.4881103157,1013.01
0.918,0.4534401544,1013.1
0.9182,0.4294517903,1013.19
0.9184,0.5146495201,1013.28
0.9186,0.3854906556,1013.37
0.9188,0.4243333312,1013.46
0.919,0.465642109,1013.55
0.9192,0.4157209254,1013.64
0.9194,0.4008266326,1013.73
0.9196,0.4243176917,1013.82
0.9198,0.3909195133,1013.91
0.92,0.3320042729,1014
0.9202,0.3413291912,1014.09
0.9204,0.4146309262,1014.18
0.9206,0.4078329375,1014.27
0.9208,0.3280968849,1014.36
0.921,0.3788431423,1014.45
0.9212,0.3869064921,1014.54
0.9214,0.381102747,1014.63
0.9216,0.4046890607,1014.72
0.9218,0.3786230017,1014.81
0.922,0.3294497506,1014.9
0.9222,0.3141626914,1014.99
0.9224,0.3423315099,1015.08
0.9226,0.2612172174,1015.17
0.9228,0.232918871,1015.26
0.923,0.3199930551,1015.35
0.9232,0.3229353762,1015.44
0.9234,0.2918726172,1015.53
0.9236,0.2698931598,1015.62
0.9238,0.1840641382,1015.71
0.924,0.1793738441,1015.8
0.9242,0.1992177774,1015.89
0.9244,0.2775699486,1015.98
0.9246,0.1881096586,1016.07
0.9248,0.1939223307,1016.16
0.925,0.1428526561,1016.25
0.9252,0.2138958869,1016.34
0.9254,0.073291967,1016.43
0.9256,0.1991789508,1016.52
0.9258,0.120496892,1016.61
0.926,0.001605963294,1016.7
0.9262,0.09518877897,1016.79
0.9264,0.1004586208,1016.88
0.9266,0.08568600239,1016.97
0.9268,0.06676560154,1017.06
0.927,0.02147668961,1017.15
0.9272,0.007360510774,1017.24
0.9274,0.008195478054,1017.33
0.9276,-0.03527272211,1017.42
0.9278,0.04198372091,1017.51
0.928,-0.08798622198,1017.6
0.9282,-0.05015470855,1017.69
0.9284,-0.08175126853,1017.78
0.9286,-0.1425428894,1017.87
0.9288,-0.0431353502,1017.96
0.929,-0.1029980931,1018.05
0.9292,-0.1547332374,1018.14
0.9294,-0.1756312546,1018.23
0.9296,-0.1655537422,1018.32
0.9298,-0.1058763642,1018.41
0.93,-0.1725342681,1018.5
0.9302,-0.2302336299,1018.59
0.9304,-0.200948774,1018.68
0.9306,-0.2462868514,1018.77
0.9308,-0.2092251774,1018.86
0.931,-0.2239512762,1018.95
0.9312,-0.2226499958,1019.04
0.9314,-0.2501767754,1019.13
0.9316,-0.2690520522,1019.22
0.9318,-0.3342314379,1019.31
0.932,-0.2832442503,1019.4
0.9322,-0.2579416564,1019.49
0.9324,-0.3680089445,1019.58
0.9326,-0.2829875323,1019.67
0.9328,-0.351709646,1019.76
0.933,-0.3608093173,1019.85
0.9332,-0.3676794168,1019.94
0.9334,-0.3228020213,1020.03
0.9336,-0.3563987829,1020.12
0.9338,-0.3573750747,1020.21
0.934,-0.4111121745,1020.3
0.9342,-0.3154574087,1020.39
0.9344,-0.4220205187,1020.48
0.9346,-0.3386535898,1020.57
0.9348,-0.3470626344,1020.66
0.935,-0.3736615757,1020.75
0.9352,-0.4577667576,1020.84
0.9354,-0.4119474762,1020.93
0.9356,-0.4498904785,1021.02
0.9358,-0.3644818166,1021.11
0.936,-0.4212241103,1021.2
0.9362,-0.4209433585,1021.29
0.9364,-0.4354969904,1021.38
0.9366,-0.4403072345,1021.47
0.9368,-0.4162849346,1021.56
0.937,-0.3796924109,1021.65
0.9372,-0.4411095355,1021.74
0.9374,-0.429551747,1021.83
0.9376,-0.4597195982,1021.92
0.9378,-0.4776375395,1022.01
0.938,-0.5493766759,1022.1
0.9382,-0.5278856373,1022.19
0.9384,-0.5458905915,1022.28
0.9386,-0.5084935878,1022.37
0.9388,-0.6583364852,1022.46
0.939,-0.6395690411,1022.55
0.9392,-0.5845158627,1022.64
0.9394,-0.5609277467,1022.73
0.9396,-0.6033548981,1022.82
0.9398,-0.6060760224,1022.91
0.94,-0.5874524048,1023
0.9402,-0.5734742372,1023.09
0.9404,-0.5784863194,1023.18
0.9406,-0.6368491223,1023.27
0.9408,-0.6325421444,1023.36
0.941,-0.7061538625,1023.45
0.9412,-0.7431225316,1023.54
0.9414,-0.7014191915,1023.63
0.9416,-0.6814585697,1023.72
0.9418,-0.7399117913,1023.81
0.942,-0.8550858637,1023.9
0.9422,-0.7571156529,1023.99
0.9424,-0.7430088612,1024.08
0.9426,-0.8088843676,1024.17
0.9428,-0.8683092185,1024.26
0.943,-0.9115007291,1024.35
0.9432,-0.9427533436,1024.44
0.9434,-0.8614253351,1024.53
0.9436,-0.9509985889,1024.62
0.9438,-0.9700649721,1024.71
0.944,-0.9885378573,1024.8
0.9442,-1.007538374,1024.89
0.9444,-1.008314967,1024.98
0.9446,-1.058618083,1025.07
0.9448,-1.049671833,1025.16
0.945,-1.10388874,1025.25
0.9452,-1.132395131,1025.34
0.9454,-1.19017719,1025.43
0.9456,-1.134624867,1025.52
0.9458,-1.106092122,1025.61
0.946,-1.149891478,1025.7
0.9462,-1.147160234,1025.79
0.9464,-1.220508771,1025.88
0.9466,-1.25008141,1025.97
0.9468,-1.263983855,1026.06
0.947,-1.289929241,1026.15
0.9472,-1.226087587,1026.24
0.9474,-1.21873655,1026.33
0.9476,-1.304330918,1026.42
0.9478,-1.267421146,1026.51
0.948,-1.345881732,1026.6
0.9482,-1.283331037,1026.69
0.9484,-1.268225429,1026.78
0.9486,-1.333609182,1026.87
0.9488,-1.252562866,1026.96
0.949,-1.317213577,1027.05
0.9492,-1.286656268,1027.14
0.9494,-1.227244013,1027.23
0.9496,-1.34682891,1027.32
0.9498,-1.259010724,1027.41
0.95,-1.277858472,1027.5
0.9502,-1.19754541,1027.59
0.9504,-1.243523407,1027.68
0.9506,-1.233453408,1027.77
0.9508,-1.189839527,1027.86
0.951,-1.120855979,1027.95
0.9512,-1.192241583,1028.04
0.9514,-1.183267616,1028.13
0.9516,-1.152114058,1028.22
0.9518,-1.057253671,1028.31
0.952,-1.137185625,1028.4
0.9522,-1.082159063,1028.49
0.9524,-1.03032034,1028.58
0.9526,-1.00771387,1028.67
0.9528,-0.9437203048,1028.76
0.953,-0.9282243594,1028.85
0.9532,-0.9410723181,1028.94
0.9534,-0.7320623317,1029.03
0.9536,-0.7393165959,1029.12
0.9538,-0.7443183081,1029.21
0.954,-0.7153029585,1029.3
0.9542,-0.6752263659,1029.39
0.9544,-0.6740908077,1029.48
0.9546,-0.5978983725,1029.57
0.9548,-0.4974147819,1029.66
0.955,-0.4442176328,1029.75
0.9552,-0.3484907108,1029.84
0.9554,-0.3534374264,1029.93
0.9556,-0.3257149407,1030.02
0.9558,-0.2119921195,1030.11
0.956,-0.1719185028,1030.2
0.9562,-0.1927953686,1030.29
0.9564,-0.1165907811,1030.38
0.9566,0.0003772545226,1030.47
0.9568,-0.01092021676,1030.56
0.957,0.07672217755,1030.65
0.9572,0.08766017437,1030.74
0.9574,0.221968691,1030.83
0.9576,0.315728882,1030.92
0.9578,0.2052767307,1031.01
0.958,0.2975272948,1031.1
0.9582,0.4185693662,1031.19
0.9584,0.4531038615,1031.28
0.9586,0.4890854919,1031.37
0.9588,0.4893322846,1031.46
0.959,0.5192835096,1031.55
0.9592,0.6206624759,1031.64
0.9594,0.7219275079,1031.73
0.9596,0.767486537,1031.82
0.9598,0.8666867896,1031.91
0.96,0.7448648281,1032
0.9602,0.8633219522,1032.09
0.9604,0.9053685177,1032.18
0.9606,1.009427709,1032.27
0.9608,0.9415615034,1032.36
0.961,1.058539667,1032.45
0.9612,0.9730937038,1032.54
0.9614,1.11017009,1032.63
0.9616,1.059037405,1032.72
0.9618,1.081840167,1032.81
0.962,1.163396612,1032.9
0.9622,1.1539289,1032.99
0.9624,1.204259213,1033.08
0.9626,1.208506279,1033.17
0.9628,1.198921639,1033.26
0.963,1.279910375,1033.35
0.9632,1.251349495,1033.44
0.9634,1.246316236,1033.53
0.9636,1.256062291,1033.62
0.9638,1.216864017,1033.71
0.964,1.247173856,1033.8
0.9642,1.318402496,1033.89
0.9644,1.317504127,1033.98
0.9646,1.305330198,1034.07
0.9648,1.36398334,1034.16
0.965,1.309618452,1034.25
0.9652,1.307203723,1034.34
0.9654,1.323933019,1034.43
0.9656,1.310328895,1034.52
0.9658,1.336234267,1034.61
0.966,1.259378233,1034.7
0.9662,1.274688457,1034.79
0.9664,1.260096721,1034.88
0.9666,1.233701256,1034.97
0.9668,1.231006661,1035.06
0.967,1.257233766,1035.15
0.9672,1.265198743,1035.24
0.9674,1.190197101,1035.33
0.9676,1.172608007,1035.42
0.9678,1.164770691,1035.51
0.968,1.181353559,1035.6
0.9682,1.141855352,1035.69
0.9684,1.164007027,1035.78
0.9686,1.153307168,1035.87
0.9688,1.104248835,1035.96
0.969,1.014969013,1036.05
0.9692,1.002654184,1036.14
0.9694,0.9807731419,1036.23
0.9696,0.9565356213,1036.32
0.9698,0.9939275033,1036.41
0.97,0.9075668354,1036.5
0.9702,0.9326437491,1036.59
0.9704,0.8750753791,1036.68
0.9706,0.8362022415,1036.77
0.9708,0.8992919821,1036.86
0.971,0.7734759371,1036.95
0.9712,0.8646735812,1037.04
0.9714,0.7354723443,1037.13
0.9716,0.7920570254,1037.22
0.9718,0.764138387,1037.31
0.972,0.7458251017,1037.4
0.9722,0.7140181878,1037.49
0.9724,0.6735393694,1037.58
0.9726,0.673321532,1037.67
0.9728,0.7221123572,1037.76
0.973,0.6907518597,1037.85
0.9732,0.7269558386,1037.94
0.9734,0.6689232785,1038.03
0.9736,0.6343251999,1038.12
0.9738,0.6054925431,1038.21
0.974,0.578304227,1038.3
0.9742,0.627087061,1038.39
0.9744,0.5474638495,1038.48
0.9746,0.5382616703,1038.57
0.9748,0.5136309136,1038.66
